"from_iso3","to_iso3","tc_spem"
"RWA","NPL",340.564124608196
"RWA","RUS",162.475267536025
"RWA","RWA",6.08162177670744
"RWA","R_ASP",340.564064203363
"RWA","R_CSA",341.938091878523
"RWA","R_NEU",162.475275865511
"RWA","R_NMC",130.483496580984
"RWA","R_OEU",184.055368025669
"RWA","R_SSA",70.2513568004665
"RWA","SWE",184.055373115891
"RWA","TUR",162.475268871865
"RWA","USA",401.89977721143
"R_ASP","ARG",584.194117360307
"R_ASP","AUS",170.898094273131
"R_ASP","BRA",569.486118911042
"R_ASP","CAN",401.317468228202
"R_ASP","CHN",82.8955452769711
"R_ASP","COL",571.305631337382
"R_ASP","DEU",359.534508161991
"R_ASP","DNK",354.893678312463
"R_ASP","ETH",319.523184733283
"R_ASP","FIN",324.156998008283
"R_ASP","GBR",376.803557152498
"R_ASP","GRC",352.070166671939
"R_ASP","IDN",118.034738480345
"R_ASP","IND",176.507531471061
"R_ASP","MEX",447.153206062436
"R_ASP","NOR",345.005617548493
"R_ASP","NPL",133.1460354173
"R_ASP","RUS",266.679317417199
"R_ASP","RWA",362.582749124807
"R_ASP","R_ASP",134.504164206596
"R_ASP","R_CSA",529.328972783134
"R_ASP","R_NEU",348.851719663158
"R_ASP","R_NMC",270.008690879046
"R_ASP","R_OEU",344.454564561157
"R_ASP","R_SSA",346.062947968468
"R_ASP","SWE",337.279194528017
"R_ASP","TUR",324.886769461655
"R_ASP","USA",407.196409125035
"R_CSA","ARG",118.157285183898
"R_CSA","AUS",515.576354369131
"R_CSA","BRA",105.937673695957
"R_CSA","CAN",151.732484244994
"R_CSA","CHN",551.578090638717
"R_CSA","COL",48.2718854227571
"R_CSA","DEU",294.514298587353
"R_CSA","DNK",315.905155057002
"R_CSA","ETH",306.601376333458
"R_CSA","FIN",315.905150745758
"R_CSA","GBR",262.412570604405
"R_CSA","GRC",347.966027305741
"R_CSA","IDN",551.578148398818
"R_CSA","IND",551.578123281901
"R_CSA","MEX",97.3593601518104
"R_CSA","NOR",304.058232446103
"R_CSA","NPL",551.578148293058
"R_CSA","RUS",362.317324000382
"R_CSA","RWA",397.616176462276
"R_CSA","R_ASP",566.532407940267
"R_CSA","R_CSA",78.5975557814104
"R_CSA","R_NEU",325.122139336313
"R_CSA","R_NMC",410.548824479338
"R_CSA","R_OEU",299.016467386806
"R_CSA","R_SSA",304.328707874563
"R_CSA","SWE",315.905154037011
"R_CSA","TUR",357.44166047297
"R_CSA","USA",125.755480640149
"R_NEU","ARG",369.037153244588
"R_NEU","AUS",283.519133356471
"R_NEU","BRA",369.037148249711
"R_NEU","CAN",221.966397027018
"R_NEU","CHN",283.519097613493
"R_NEU","COL",369.037131776673
"R_NEU","DEU",26.3589486005606
"R_NEU","DNK",53.0863054678971
"R_NEU","ETH",153.128603519682
"R_NEU","FIN",53.086301241581
"R_NEU","GBR",53.0862938782022
"R_NEU","GRC",53.0863050022528
"R_NEU","IDN",283.519141845797
"R_NEU","IND",283.519105993061
"R_NEU","MEX",369.037152671611
"R_NEU","NOR",40.4039804348926
"R_NEU","NPL",283.519141202244
"R_NEU","RUS",61.1536586679115
"R_NEU","RWA",153.129394745897
"R_NEU","R_ASP",283.519056790293
"R_NEU","R_CSA",369.037150959326
"R_NEU","R_NEU",27.6187212630801
"R_NEU","R_NMC",84.3009544924407
"R_NEU","R_OEU",29.4211352830081
"R_NEU","R_SSA",185.402375611144
"R_NEU","SWE",35.2726346380207
"R_NEU","TUR",47.2268241285041
"R_NEU","USA",264.980703192653
"R_NMC","ARG",482.120368230389
"R_NMC","AUS",438.208648946914
"R_NMC","BRA",382.463123084449
"R_NMC","CAN",306.97034112035
"R_NMC","CHN",178.157937387629
"R_NMC","COL",427.459450138565
"R_NMC","DEU",91.9967443798604
"R_NMC","DNK",97.4206100442308
"R_NMC","ETH",81.0802262326203
"R_NMC","FIN",95.3856822736383
"R_NMC","GBR",110.875552794423
"R_NMC","GRC",59.1225708771166
"R_NMC","IDN",234.692188929321
"R_NMC","IND",91.4264723744423
"R_NMC","MEX",427.459467060534
"R_NMC","NOR",108.801087520579
"R_NMC","NPL",235.465859318875
"R_NMC","RUS",75.473266869775
"R_NMC","RWA",119.906943843018
"R_NMC","R_ASP",275.987446630544
"R_NMC","R_CSA",412.265826779225
"R_NMC","R_NEU",81.209508288301
"R_NMC","R_NMC",40.863722417112
"R_NMC","R_OEU",80.6294742353085
"R_NMC","R_SSA",143.772184501677
"R_NMC","SWE",96.8484513006217
"R_NMC","TUR",46.889936618133
"R_NMC","USA",348.880630399565
"R_OEU","ARG",407.335317750804
"R_OEU","AUS",566.184375524845
"R_OEU","BRA",303.686219570168
"R_OEU","CAN",210.745158885788
"R_OEU","CHN",350.82185819182
"R_OEU","COL",312.98411544732
"R_OEU","DEU",17.1597410759077
"R_OEU","DNK",23.9983922721649
"R_OEU","ETH",174.579362272332
"R_OEU","FIN",36.2396216772003
