"from_iso3","to_iso3","calib"
"SWE","RUS",5.50200502402731e-06
"SWE","RWA",1.37542178890726e-06
"SWE","R_ASP",4.54313494060443e-05
"SWE","R_CSA",6.62137836116017e-07
"SWE","R_NEU",8.08115623840422e-06
"SWE","R_NMC",2.8032561232294e-06
"SWE","R_OEU",0.000363268597180166
"SWE","R_SSA",1.41073797976787e-06
"SWE","SWE",0
"SWE","TUR",5.4572743550807e-06
"SWE","USA",1.09582990148738e-06
"TUR","ARG",6.41341898699466e-07
"TUR","AUS",5.02742636854236e-07
"TUR","BRA",5.44961494597374e-07
"TUR","CAN",1.00647474710058e-06
"TUR","CHN",7.09795472175756e-07
"TUR","COL",5.27741576661356e-07
"TUR","DEU",6.01289442414554e-06
"TUR","DNK",5.17064900407149e-06
"TUR","ETH",3.36407383372261e-06
"TUR","FIN",5.18163927409887e-06
"TUR","GBR",4.02903090446216e-06
"TUR","GRC",1.78303059783502e-06
"TUR","IDN",0
"TUR","IND",7.16190129423921e-07
"TUR","MEX",6.72061958084669e-07
"TUR","NOR",0
"TUR","NPL",7.76939486968331e-07
"TUR","RUS",5.12193605572975e-06
"TUR","RWA",1.60818191830003e-06
"TUR","R_ASP",2.42878317067152e-05
"TUR","R_CSA",0
"TUR","R_NEU",4.40114533972746e-06
"TUR","R_NMC",28.1429148736979
"TUR","R_OEU",0
"TUR","R_SSA",0
"TUR","SWE",4.96384731718535e-06
"TUR","TUR",16.1520990233631
"TUR","USA",0
"USA","ARG",0
"USA","AUS",4.83527969663555e-07
"USA","BRA",1.13642531118785e-06
"USA","CAN",0
"USA","CHN",0
"USA","COL",38.0817780114111
"USA","DEU",1.19257757091873e-06
"USA","DNK",1.20039706530406e-06
"USA","ETH",0
"USA","FIN",1.13799396217473e-06
"USA","GBR",1.38368503144193e-06
"USA","GRC",8.89454497610132e-07
"USA","IDN",0
"USA","IND",0
"USA","MEX",8.23006162229964
"USA","NOR",1.24551775115833e-06
"USA","NPL",5.20785420121683e-07
"USA","RUS",9.96922494778119e-07
"USA","RWA",4.34106141256052e-07
"USA","R_ASP",9.99140924544116
"USA","R_CSA",10.8209492845359
"USA","R_NEU",1.08194814174567e-06
"USA","R_NMC",0
"USA","R_OEU",1.08491207129191e-06
"USA","R_SSA",0
"USA","SWE",1.22053648965448e-06
"USA","TUR",8.65664617322182e-07
"USA","USA",24.6830137228867
