"FABLE_Exporter","FABLE_Importer","Year","FABLE_Item","adv_ij_agg","sdt_ij_agg","Regional_lv"
"FIN","R_SSA",2015,"Coffee",0.192233190537912,616.981696330895,"R_OEU"
"GBR","R_SSA",2015,"Coffee",0.192233190537912,616.981696330895,"R_OEU"
"GRC","R_SSA",2015,"Coffee",0.192233190537912,616.981696330895,"R_OEU"
"IDN","R_SSA",2015,"Coffee",0.195403814568132,270.608032374815,"R_ASP"
"IND","R_SSA",2015,"Coffee",0.195409552923077,586.895855314773,"R_ASP"
"IRL","R_SSA",2015,"Coffee",0.192233190537912,616.981696330895,"R_OEU"
"MEX","R_SSA",2015,"Coffee",0.195402542079121,62.1834608484562,"R_CSA"
"NOR","R_SSA",2015,"Coffee",0.192233190537912,616.981696330895,"R_OEU"
"NPL","R_SSA",2015,"Coffee",0.195409552923077,282.044690572119,"R_ASP"
"RUS","R_SSA",2015,"Coffee",0.195402542079121,586.848777438172,"R_NEU"
"RWA","R_SSA",2015,"Coffee",0.117112849626374,41.3965581038779,"R_SSA"
"SWE","R_SSA",2015,"Coffee",0.192233190537912,616.981696330895,"R_OEU"
"TUR","R_SSA",2015,"Coffee",0.195403814568132,586.857322212668,"R_NEU"
"USA","R_SSA",2015,"Coffee",0.195400189254945,2187.89492513551,"R_WRL"
"R_NMC","R_ASP",2015,"Coffee",0.199520264305074,1674.29511863969,"R_NMC"
"R_SSA","R_ASP",2015,"Coffee",0.192338629710714,705.123416576091,"R_SSA"
"R_NEU","R_ASP",2015,"Coffee",0.201587673441383,504.111084214763,"R_NEU"
"ARG","R_ASP",2015,"Coffee",0.20150624992619,605.728469407339,"R_CSA"
"AUS","R_ASP",2015,"Coffee",0.155078697316667,575.200094395916,"R_ASP"
"R_OEU","R_ASP",2015,"Coffee",0.200108058723434,541.489165357052,"R_OEU"
"R_CSA","R_ASP",2015,"Coffee",0.200636186040909,537.597646989878,"R_CSA"
"BRA","R_ASP",2015,"Coffee",0.201915940245238,415.868052696666,"R_CSA"
"CAN","R_ASP",2015,"Coffee",0.199444128797619,638.44117058355,"R_WRL"
"CHN","R_ASP",2015,"Coffee",0.127928559204762,465.586162847595,"R_ASP"
"COL","R_ASP",2015,"Coffee",0.201915940245238,409.73621265078,"R_CSA"
"DEU","R_ASP",2015,"Coffee",0.200007620861111,600.503290836584,"R_OEU"
"DNK","R_ASP",2015,"Coffee",0.200007620861111,600.503290836584,"R_OEU"
"ETH","R_ASP",2015,"Coffee",0.194906878342857,665.964391948886,"R_SSA"
"FIN","R_ASP",2015,"Coffee",0.200007620861111,600.503290836584,"R_OEU"
"GBR","R_ASP",2015,"Coffee",0.200007620861111,600.503290836584,"R_OEU"
"GRC","R_ASP",2015,"Coffee",0.200007620861111,600.503290836584,"R_OEU"
"IDN","R_ASP",2015,"Coffee",0.0867045733142857,163.887741605622,"R_ASP"
"IND","R_ASP",2015,"Coffee",0.140941354062698,472.518487806135,"R_ASP"
"IRL","R_ASP",2015,"Coffee",0.200007620861111,600.503290836584,"R_OEU"
"MEX","R_ASP",2015,"Coffee",0.199608542696032,63.482876099049,"R_CSA"
"NOR","R_ASP",2015,"Coffee",0.19992296477619,600.208125627849,"R_OEU"
"NPL","R_ASP",2015,"Coffee",0.158098109903968,257.742256535831,"R_ASP"
"RUS","R_ASP",2015,"Coffee",0.202908366328571,610.617143162667,"R_NEU"
"RWA","R_ASP",2015,"Coffee",0.187796522602381,57.0718283327292,"R_SSA"
"SWE","R_ASP",2015,"Coffee",0.200007620861111,600.503290836584,"R_OEU"
"TUR","R_ASP",2015,"Coffee",0.200593188922222,602.544955285735,"R_NEU"
"USA","R_ASP",2015,"Coffee",0.19973777959127,2235.35434131776,"R_WRL"
"R_NMC","R_CSA",2015,"Coffee",0.170643930190671,1453.2347450761,"R_NMC"
"R_SSA","R_CSA",2015,"Coffee",0.16817360277399,639.557490077345,"R_SSA"
"R_NEU","R_CSA",2015,"Coffee",0.168661321671137,470.401102125252,"R_NEU"
"ARG","R_CSA",2015,"Coffee",0.127420521541497,469.812880031907,"R_CSA"
"AUS","R_CSA",2015,"Coffee",0.167103174602721,538.828427526,"R_ASP"
"R_OEU","R_CSA",2015,"Coffee",0.134573636471894,454.446807715681,"R_OEU"
"R_ASP","R_CSA",2015,"Coffee",0.168587490551332,311.724852089268,"R_ASP"
"BRA","R_CSA",2015,"Coffee",0.126167800453061,296.619180951033,"R_CSA"
"CAN","R_CSA",2015,"Coffee",0.158032879818367,535.609553270653,"R_WRL"
"CHN","R_CSA",2015,"Coffee",0.166558956915646,536.744908412025,"R_ASP"
"COL","R_CSA",2015,"Coffee",0.106708616779592,338.746388276856,"R_CSA"
"DEU","R_CSA",2015,"Coffee",0.13260770975034,452.99178069591,"R_OEU"
"DNK","R_CSA",2015,"Coffee",0.13260770975034,452.99178069591,"R_OEU"
"ETH","R_CSA",2015,"Coffee",0.171014739228572,538.607324911583,"R_SSA"
"FIN","R_CSA",2015,"Coffee",0.13260770975034,452.99178069591,"R_OEU"
"GBR","R_CSA",2015,"Coffee",0.13260770975034,452.99178069591,"R_OEU"
"GRC","R_CSA",2015,"Coffee",0.13260770975034,452.99178069591,"R_OEU"
"IDN","R_CSA",2015,"Coffee",0.169960317459864,239.421508597128,"R_ASP"
"IND","R_CSA",2015,"Coffee",0.169960317459864,519.224297159127,"R_ASP"
"IRL","R_CSA",2015,"Coffee",0.13260770975034,452.99178069591,"R_OEU"
"MEX","R_CSA",2015,"Coffee",0.144828344670748,52.1639022967348,"R_CSA"
"NOR","R_CSA",2015,"Coffee",0.161502267573469,488.641902017084,"R_OEU"
"NPL","R_CSA",2015,"Coffee",0.167103174602721,258.944914564992,"R_ASP"
"RUS","R_CSA",2015,"Coffee",0.169960317459864,519.224297159127,"R_NEU"
"RWA","R_CSA",2015,"Coffee",0.167103174602721,48.2283599438222,"R_SSA"
"SWE","R_CSA",2015,"Coffee",0.13260770975034,452.99178069591,"R_OEU"
"TUR","R_CSA",2015,"Coffee",0.167103174602721,538.828427526,"R_NEU"
"USA","R_CSA",2015,"Coffee",0.13473310657483,1564.32285110101,"R_WRL"
"R_NMC","BRA",2015,"Coffee",0.118864795918367,810.881889272408,"R_NMC"
"R_SSA","BRA",2015,"Coffee",0.122857142857143,469.007142857143,"R_SSA"
"R_NEU","BRA",2015,"Coffee",0.122857142857143,380.76311807897,"R_NEU"
"ARG","BRA",2015,"Coffee",0.147544497502961,239.852093408115,"R_CSA"
"AUS","BRA",2015,"Coffee",0.122857142857143,380.76311807897,"R_ASP"
"R_OEU","BRA",2015,"Coffee",0.122857142857143,380.76311807897,"R_OEU"
"R_ASP","BRA",2015,"Coffee",0.122857142857143,218.917914285714,"R_ASP"
"R_CSA","BRA",2015,"Coffee",0.07947012987013,291.198161428571,"R_CSA"
"CAN","BRA",2015,"Coffee",0.122857142857143,380.76311807897,"R_WRL"
"CHN","BRA",2015,"Coffee",0.122857142857143,380.76311807897,"R_ASP"
"COL","BRA",2015,"Coffee",0.147544497502961,239.852093408115,"R_CSA"
"DEU","BRA",2015,"Coffee",0.122857142857143,380.76311807897,"R_OEU"
"DNK","BRA",2015,"Coffee",0.122857142857143,380.76311807897,"R_OEU"
"ETH","BRA",2015,"Coffee",0.122857142857143,380.76311807897,"R_SSA"
"FIN","BRA",2015,"Coffee",0.122857142857143,380.76311807897,"R_OEU"
"GBR","BRA",2015,"Coffee",0.122857142857143,380.76311807897,"R_OEU"
"GRC","BRA",2015,"Coffee",0.122857142857143,380.76311807897,"R_OEU"
"IDN","BRA",2015,"Coffee",0.122857142857143,175.575142857143,"R_ASP"
"IND","BRA",2015,"Coffee",0.122857142857143,380.76311807897,"R_ASP"
"IRL","BRA",2015,"Coffee",0.122857142857143,380.76311807897,"R_OEU"
"MEX","BRA",2015,"Coffee",0.0982857142857143,32.2770285714286,"R_CSA"
"NOR","BRA",2015,"Coffee",0.122857142857143,380.76311807897,"R_OEU"
"NPL","BRA",2015,"Coffee",0.122857142857143,182.983428571429,"R_ASP"
"RUS","BRA",2015,"Coffee",0.122857142857143,380.76311807897,"R_NEU"
"RWA","BRA",2015,"Coffee",0.122857142857143,34.0805714285714,"R_SSA"
"SWE","BRA",2015,"Coffee",0.122857142857143,380.76311807897,"R_OEU"
"TUR","BRA",2015,"Coffee",0.122857142857143,380.76311807897,"R_NEU"
"USA","BRA",2015,"Coffee",0.122857142857143,1419.60272286251,"R_WRL"
"R_NMC","CAN",2015,"Coffee",0.154549052620008,632.496039344397,"R_NMC"
"R_SSA","CAN",2015,"Coffee",0.152288429050812,235.384369663322,"R_SSA"
"R_NEU","CAN",2015,"Coffee",0.154879814919143,328.658840843006,"R_NEU"
"ARG","CAN",2015,"Coffee",0.147544497502961,239.852093408115,"R_CSA"
"AUS","CAN",2015,"Coffee",0.153996133660172,268.885839502883,"R_ASP"
"R_OEU","CAN",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"R_ASP","CAN",2015,"Coffee",0.153996133660172,268.885839502883,"R_ASP"
"R_CSA","CAN",2015,"Coffee",0.147544497502961,239.852093408115,"R_CSA"
"BRA","CAN",2015,"Coffee",0.147544497502961,239.852093408115,"R_CSA"
"CHN","CAN",2015,"Coffee",0.153996133660172,268.885839502883,"R_ASP"
"COL","CAN",2015,"Coffee",0.147544497502961,239.852093408115,"R_CSA"
"DEU","CAN",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"DNK","CAN",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"ETH","CAN",2015,"Coffee",0.152288429050812,235.384369663322,"R_SSA"
"FIN","CAN",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"GBR","CAN",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"GRC","CAN",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"IDN","CAN",2015,"Coffee",0.153996133660172,268.885839502883,"R_ASP"
"IND","CAN",2015,"Coffee",0.153996133660172,268.885839502883,"R_ASP"
"IRL","CAN",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"MEX","CAN",2015,"Coffee",0.147544497502961,239.852093408115,"R_CSA"
"NOR","CAN",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"NPL","CAN",2015,"Coffee",0.153996133660172,268.885839502883,"R_ASP"
"RUS","CAN",2015,"Coffee",0.154879814919143,328.658840843006,"R_NEU"
"RWA","CAN",2015,"Coffee",0.152288429050812,235.384369663322,"R_SSA"
"SWE","CAN",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"TUR","CAN",2015,"Coffee",0.154879814919143,328.658840843006,"R_NEU"
"USA","CAN",2015,"Coffee",0.154036460381677,868.861882636017,"R_WRL"
"R_NMC","CHN",2015,"Coffee",0.165489795918368,1169.44747048101,"R_NMC"
"R_SSA","CHN",2015,"Coffee",0.0642857142857144,281.767857142857,"R_SSA"
"R_NEU","CHN",2015,"Coffee",0.156163265306123,391.389065560244,"R_NEU"
"ARG","CHN",2015,"Coffee",0.178571428571429,553.434764649666,"R_CSA"
"AUS","CHN",2015,"Coffee",0.107142857142857,332.0608587898,"R_ASP"
"R_OEU","CHN",2015,"Coffee",0.178571428571429,553.434764649666,"R_OEU"
"R_ASP","CHN",2015,"Coffee",0.12839880952381,285.737916233766,"R_ASP"
"R_CSA","CHN",2015,"Coffee",0.23261038961039,831.094551948053,"R_CSA"
"BRA","CHN",2015,"Coffee",0.178571428571429,379.071428571429,"R_CSA"
"CAN","CHN",2015,"Coffee",0.178571428571429,553.434764649666,"R_WRL"
"COL","CHN",2015,"Coffee",0.178571428571429,373.482142857143,"R_CSA"
"DEU","CHN",2015,"Coffee",0.178571428571429,553.434764649666,"R_OEU"
"DNK","CHN",2015,"Coffee",0.178571428571429,553.434764649666,"R_OEU"
"ETH","CHN",2015,"Coffee",0.152288429050812,235.384369663322,"R_SSA"
"FIN","CHN",2015,"Coffee",0.178571428571429,553.434764649666,"R_OEU"
"GBR","CHN",2015,"Coffee",0.178571428571429,553.434764649666,"R_OEU"
"GRC","CHN",2015,"Coffee",0.178571428571429,553.434764649666,"R_OEU"
"IDN","CHN",2015,"Coffee",0.0442857142857143,63.2887142857143,"R_ASP"
"IND","CHN",2015,"Coffee",0.178571428571429,553.434764649666,"R_ASP"
"IRL","CHN",2015,"Coffee",0.178571428571429,553.434764649666,"R_OEU"
"MEX","CHN",2015,"Coffee",0.178571428571429,58.6428571428571,"R_CSA"
"NOR","CHN",2015,"Coffee",0.178571428571429,553.434764649666,"R_OEU"
"NPL","CHN",2015,"Coffee",0.153996133660172,268.885839502883,"R_ASP"
"RUS","CHN",2015,"Coffee",0.178571428571429,553.434764649666,"R_NEU"
"RWA","CHN",2015,"Coffee",0.152288429050812,235.384369663322,"R_SSA"
"SWE","CHN",2015,"Coffee",0.178571428571429,553.434764649666,"R_OEU"
"TUR","CHN",2015,"Coffee",0.178571428571429,553.434764649666,"R_NEU"
"USA","CHN",2015,"Coffee",0.178571428571429,2063.37605067226,"R_WRL"
"R_NMC","COL",2015,"Coffee",0.135714285714286,1159.49244750147,"R_NMC"
"R_SSA","COL",2015,"Coffee",0.135714285714286,518.089285714286,"R_SSA"
"R_NEU","COL",2015,"Coffee",0.135714285714286,420.610421133746,"R_NEU"
"ARG","COL",2015,"Coffee",0.0173571428571429,53.7938591239476,"R_CSA"
"AUS","COL",2015,"Coffee",0.135714285714286,420.610421133746,"R_ASP"
"R_OEU","COL",2015,"Coffee",0.135714285714286,420.610421133746,"R_OEU"
"R_ASP","COL",2015,"Coffee",0.135714285714286,241.827928571429,"R_ASP"
"R_CSA","COL",2015,"Coffee",0.0514967532467533,246.723906168831,"R_CSA"
"BRA","COL",2015,"Coffee",0.00514285714285714,10.9172571428571,"R_CSA"
"CAN","COL",2015,"Coffee",0.135714285714286,420.610421133746,"R_WRL"
"CHN","COL",2015,"Coffee",0.135714285714286,420.610421133746,"R_ASP"
"DEU","COL",2015,"Coffee",0.135714285714286,420.610421133746,"R_OEU"
"DNK","COL",2015,"Coffee",0.135714285714286,420.610421133746,"R_OEU"
"ETH","COL",2015,"Coffee",0.135714285714286,420.610421133746,"R_SSA"
"FIN","COL",2015,"Coffee",0.135714285714286,420.610421133746,"R_OEU"
"GBR","COL",2015,"Coffee",0.135714285714286,420.610421133746,"R_OEU"
"GRC","COL",2015,"Coffee",0.135714285714286,420.610421133746,"R_OEU"
"IDN","COL",2015,"Coffee",0.135714285714286,193.949285714286,"R_ASP"
"IND","COL",2015,"Coffee",0.135714285714286,420.610421133746,"R_ASP"
"IRL","COL",2015,"Coffee",0.135714285714286,420.610421133746,"R_OEU"
"MEX","COL",2015,"Coffee",0.0377142857142857,12.3853714285714,"R_CSA"
"NOR","COL",2015,"Coffee",0.135714285714286,420.610421133746,"R_OEU"
"NPL","COL",2015,"Coffee",0.135714285714286,202.132857142857,"R_ASP"
"RUS","COL",2015,"Coffee",0.135714285714286,420.610421133746,"R_NEU"
"RWA","COL",2015,"Coffee",0.135714285714286,37.6471428571429,"R_SSA"
"SWE","COL",2015,"Coffee",0.135714285714286,420.610421133746,"R_OEU"
"TUR","COL",2015,"Coffee",0.135714285714286,420.610421133746,"R_NEU"
"USA","COL",2015,"Coffee",0.135714285714286,1568.16579851092,"R_WRL"
"R_NMC","DEU",2015,"Coffee",0.0381996094158163,333.836654397789,"R_NMC"
"R_SSA","DEU",2015,"Coffee",0.00506241539243698,104.924735217364,"R_SSA"
"R_NEU","DEU",2015,"Coffee",0.0108033823163265,78.1251733688455,"R_NEU"
"ARG","DEU",2015,"Coffee",0.0731394063142857,226.676184672913,"R_CSA"
"AUS","DEU",2015,"Coffee",0.0727142343428571,225.358476953231,"R_ASP"
"R_OEU","DEU",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"R_ASP","DEU",2015,"Coffee",0.0258077082666667,80.531653917725,"R_ASP"
"R_CSA","DEU",2015,"Coffee",0.0124775532298701,42.6521159663378,"R_CSA"
"BRA","DEU",2015,"Coffee",0.0754916430714286,160.253659912029,"R_CSA"
"CAN","DEU",2015,"Coffee",0.0727142343428571,225.358476953231,"R_WRL"
"CHN","DEU",2015,"Coffee",0.0754916430714286,233.966318411015,"R_ASP"
"COL","DEU",2015,"Coffee",0.147544497502961,239.852093408115,"R_CSA"
"DNK","DEU",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"ETH","DEU",2015,"Coffee",0.152288429050812,235.384369663322,"R_SSA"
"FIN","DEU",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"GBR","DEU",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"GRC","DEU",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"IDN","DEU",2015,"Coffee",0.0393487859285714,56.2333499705214,"R_ASP"
"IND","DEU",2015,"Coffee",0.0439009464142857,136.059335701452,"R_ASP"
"IRL","DEU",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"MEX","DEU",2015,"Coffee",0.0205679777428571,6.75452389075428,"R_CSA"
"NOR","DEU",2015,"Coffee",0.0024842699,7.6993354336234,"R_OEU"
"NPL","DEU",2015,"Coffee",0.153996133660172,268.885839502883,"R_ASP"
"RUS","DEU",2015,"Coffee",0.0731394063142857,226.676184672913,"R_NEU"
"RWA","DEU",2015,"Coffee",0.152288429050812,235.384369663322,"R_SSA"
"SWE","DEU",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"TUR","DEU",2015,"Coffee",0.00581307164285714,18.0160732447152,"R_NEU"
"USA","DEU",2015,"Coffee",0.0727142343428571,840.206134241722,"R_WRL"
"R_NMC","DNK",2015,"Coffee",0.0381996094158163,333.836654397789,"R_NMC"
"R_SSA","DNK",2015,"Coffee",0.00506241539243698,104.924735217364,"R_SSA"
"R_NEU","DNK",2015,"Coffee",0.0108033823163265,78.1251733688455,"R_NEU"
"ARG","DNK",2015,"Coffee",0.0731394063142857,226.676184672913,"R_CSA"
"AUS","DNK",2015,"Coffee",0.0727142343428571,225.358476953231,"R_ASP"
"R_OEU","DNK",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"R_ASP","DNK",2015,"Coffee",0.0258077082666667,80.531653917725,"R_ASP"
"R_CSA","DNK",2015,"Coffee",0.0124775532298701,42.6521159663378,"R_CSA"
"BRA","DNK",2015,"Coffee",0.0754916430714286,160.253659912029,"R_CSA"
"CAN","DNK",2015,"Coffee",0.0727142343428571,225.358476953231,"R_WRL"
"CHN","DNK",2015,"Coffee",0.0754916430714286,233.966318411015,"R_ASP"
"COL","DNK",2015,"Coffee",0.147544497502961,239.852093408115,"R_CSA"
"DEU","DNK",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"ETH","DNK",2015,"Coffee",0.152288429050812,235.384369663322,"R_SSA"
"FIN","DNK",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"GBR","DNK",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"GRC","DNK",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"IDN","DNK",2015,"Coffee",0.0393487859285714,56.2333499705214,"R_ASP"
"IND","DNK",2015,"Coffee",0.0439009464142857,136.059335701452,"R_ASP"
"IRL","DNK",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"MEX","DNK",2015,"Coffee",0.0205679777428571,6.75452389075428,"R_CSA"
"NOR","DNK",2015,"Coffee",0.0024842699,7.6993354336234,"R_OEU"
"NPL","DNK",2015,"Coffee",0.153996133660172,268.885839502883,"R_ASP"
"RUS","DNK",2015,"Coffee",0.0731394063142857,226.676184672913,"R_NEU"
"RWA","DNK",2015,"Coffee",0.152288429050812,235.384369663322,"R_SSA"
"SWE","DNK",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"TUR","DNK",2015,"Coffee",0.00581307164285714,18.0160732447152,"R_NEU"
"USA","DNK",2015,"Coffee",0.0727142343428571,840.206134241722,"R_WRL"
"R_NMC","ETH",2015,"Coffee",0.255306122448979,2142.00973196324,"R_NMC"
"R_SSA","ETH",2015,"Coffee",0.250336134453781,932.560714285714,"R_SSA"
"R_NEU","ETH",2015,"Coffee",0.257142857142857,796.94606109552,"R_NEU"
"ARG","ETH",2015,"Coffee",0.257142857142857,796.94606109552,"R_CSA"
"AUS","ETH",2015,"Coffee",0.257142857142857,796.94606109552,"R_ASP"
"R_OEU","ETH",2015,"Coffee",0.257142857142857,796.94606109552,"R_OEU"
"R_ASP","ETH",2015,"Coffee",0.257142857142857,458.200285714286,"R_ASP"
"R_CSA","ETH",2015,"Coffee",0.257142857142857,674.501428571428,"R_CSA"
"BRA","ETH",2015,"Coffee",0.257142857142857,545.862857142857,"R_CSA"
"CAN","ETH",2015,"Coffee",0.257142857142857,796.94606109552,"R_WRL"
"CHN","ETH",2015,"Coffee",0.257142857142857,796.94606109552,"R_ASP"
"COL","ETH",2015,"Coffee",0.257142857142857,537.814285714286,"R_CSA"
"DEU","ETH",2015,"Coffee",0.257142857142857,796.94606109552,"R_OEU"
"DNK","ETH",2015,"Coffee",0.257142857142857,796.94606109552,"R_OEU"
"FIN","ETH",2015,"Coffee",0.257142857142857,796.94606109552,"R_OEU"
"GBR","ETH",2015,"Coffee",0.257142857142857,796.94606109552,"R_OEU"
"GRC","ETH",2015,"Coffee",0.257142857142857,796.94606109552,"R_OEU"
"IDN","ETH",2015,"Coffee",0.257142857142857,367.482857142857,"R_ASP"
"IND","ETH",2015,"Coffee",0.257142857142857,796.94606109552,"R_ASP"
"IRL","ETH",2015,"Coffee",0.257142857142857,796.94606109552,"R_OEU"
"MEX","ETH",2015,"Coffee",0.257142857142857,84.4457142857143,"R_CSA"
"NOR","ETH",2015,"Coffee",0.257142857142857,796.94606109552,"R_OEU"
"NPL","ETH",2015,"Coffee",0.257142857142857,382.988571428571,"R_ASP"
"RUS","ETH",2015,"Coffee",0.257142857142857,796.94606109552,"R_NEU"
"RWA","ETH",2015,"Coffee",0.231428571428571,64.1982857142857,"R_SSA"
"SWE","ETH",2015,"Coffee",0.257142857142857,796.94606109552,"R_OEU"
"TUR","ETH",2015,"Coffee",0.257142857142857,796.94606109552,"R_NEU"
"USA","ETH",2015,"Coffee",0.257142857142857,2971.26151296805,"R_WRL"
"R_NMC","FIN",2015,"Coffee",0.0381996094158163,333.836654397789,"R_NMC"
"R_SSA","FIN",2015,"Coffee",0.00506241539243698,104.924735217364,"R_SSA"
"R_NEU","FIN",2015,"Coffee",0.0108033823163265,78.1251733688455,"R_NEU"
"ARG","FIN",2015,"Coffee",0.0731394063142857,226.676184672913,"R_CSA"
"AUS","FIN",2015,"Coffee",0.0727142343428571,225.358476953231,"R_ASP"
"R_OEU","FIN",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"R_ASP","FIN",2015,"Coffee",0.0258077082666667,80.531653917725,"R_ASP"
"R_CSA","FIN",2015,"Coffee",0.0124775532298701,42.6521159663378,"R_CSA"
"BRA","FIN",2015,"Coffee",0.0754916430714286,160.253659912029,"R_CSA"
"CAN","FIN",2015,"Coffee",0.0727142343428571,225.358476953231,"R_WRL"
"CHN","FIN",2015,"Coffee",0.0754916430714286,233.966318411015,"R_ASP"
"COL","FIN",2015,"Coffee",0.147544497502961,239.852093408115,"R_CSA"
"DEU","FIN",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"DNK","FIN",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"ETH","FIN",2015,"Coffee",0.152288429050812,235.384369663322,"R_SSA"
"GBR","FIN",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"GRC","FIN",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"IDN","FIN",2015,"Coffee",0.0393487859285714,56.2333499705214,"R_ASP"
"IND","FIN",2015,"Coffee",0.0439009464142857,136.059335701452,"R_ASP"
"IRL","FIN",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"MEX","FIN",2015,"Coffee",0.0205679777428571,6.75452389075428,"R_CSA"
"NOR","FIN",2015,"Coffee",0.0024842699,7.6993354336234,"R_OEU"
"NPL","FIN",2015,"Coffee",0.153996133660172,268.885839502883,"R_ASP"
"RUS","FIN",2015,"Coffee",0.0731394063142857,226.676184672913,"R_NEU"
"RWA","FIN",2015,"Coffee",0.152288429050812,235.384369663322,"R_SSA"
"SWE","FIN",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"TUR","FIN",2015,"Coffee",0.00581307164285714,18.0160732447152,"R_NEU"
"USA","FIN",2015,"Coffee",0.0727142343428571,840.206134241722,"R_WRL"
"R_NMC","GBR",2015,"Coffee",0.0381996094158163,333.836654397789,"R_NMC"
"R_SSA","GBR",2015,"Coffee",0.00506241539243698,104.924735217364,"R_SSA"
"R_NEU","GBR",2015,"Coffee",0.0108033823163265,78.1251733688455,"R_NEU"
"ARG","GBR",2015,"Coffee",0.0731394063142857,226.676184672913,"R_CSA"
"AUS","GBR",2015,"Coffee",0.0727142343428571,225.358476953231,"R_ASP"
"R_OEU","GBR",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"R_ASP","GBR",2015,"Coffee",0.0258077082666667,80.531653917725,"R_ASP"
"R_CSA","GBR",2015,"Coffee",0.0124775532298701,42.6521159663378,"R_CSA"
"BRA","GBR",2015,"Coffee",0.0754916430714286,160.253659912029,"R_CSA"
"CAN","GBR",2015,"Coffee",0.0727142343428571,225.358476953231,"R_WRL"
"CHN","GBR",2015,"Coffee",0.0754916430714286,233.966318411015,"R_ASP"
"COL","GBR",2015,"Coffee",0.147544497502961,239.852093408115,"R_CSA"
"DEU","GBR",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"DNK","GBR",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"ETH","GBR",2015,"Coffee",0.152288429050812,235.384369663322,"R_SSA"
"FIN","GBR",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"GRC","GBR",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"IDN","GBR",2015,"Coffee",0.0393487859285714,56.2333499705214,"R_ASP"
"IND","GBR",2015,"Coffee",0.0439009464142857,136.059335701452,"R_ASP"
"IRL","GBR",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"MEX","GBR",2015,"Coffee",0.0205679777428571,6.75452389075428,"R_CSA"
"NOR","GBR",2015,"Coffee",0.0024842699,7.6993354336234,"R_OEU"
"NPL","GBR",2015,"Coffee",0.153996133660172,268.885839502883,"R_ASP"
"RUS","GBR",2015,"Coffee",0.0731394063142857,226.676184672913,"R_NEU"
"RWA","GBR",2015,"Coffee",0.152288429050812,235.384369663322,"R_SSA"
"SWE","GBR",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"TUR","GBR",2015,"Coffee",0.00581307164285714,18.0160732447152,"R_NEU"
"USA","GBR",2015,"Coffee",0.0727142343428571,840.206134241722,"R_WRL"
"R_NMC","GRC",2015,"Coffee",0.0381996094158163,333.836654397789,"R_NMC"
"R_SSA","GRC",2015,"Coffee",0.00506241539243698,104.924735217364,"R_SSA"
"R_NEU","GRC",2015,"Coffee",0.0108033823163265,78.1251733688455,"R_NEU"
"ARG","GRC",2015,"Coffee",0.0731394063142857,226.676184672913,"R_CSA"
"AUS","GRC",2015,"Coffee",0.0727142343428571,225.358476953231,"R_ASP"
"R_OEU","GRC",2015,"Coffee",0.178855232151308,378.831776403924,"R_OEU"
"R_ASP","GRC",2015,"Coffee",0.0258077082666667,80.531653917725,"R_ASP"
"R_CSA","GRC",2015,"Coffee",0.0124775532298701,42.6521159663378,"R_CSA"
"BRA","GRC",2015,"Coffee",0.0754916430714286,160.253659912029,"R_CSA"
