FABLE_Exporter,FABLE_Importer,dist_adj,Year,FABLE_Item,Q_ij,net_trade_ij,is_court,base_cost,beta,ln_dist,ln_quantity_kt,cost_per_tonne_km,transport_cost_usd_t,Regional_lv_i,Regional_lv_j
R_NMC,ARG,13280.752214285714,2020,Wheat,0.0046227,-90.7962198,FALSE,0.003,0.26,9.494071064068288,-5.376776329008357,0.03736888957137864,496.2869629204852,R_NMC,R_CSA
R_NMC,ARG,13280.752214285714,2020,Coffee,0,0,FALSE,0.003,0.26,9.494071064068288,-Inf,Inf,427.45945214648845,R_NMC,R_CSA
R_NMC,ARG,13280.752214285714,2020,Palm_oil,0,0,FALSE,0.003,0.26,9.494071064068288,-Inf,Inf,427.45945214648845,R_NMC,R_CSA
R_NMC,ARG,13280.752214285714,2020,Palm Oil,0,0,FALSE,0.003,0.26,9.494071064068288,-Inf,Inf,427.45945214648845,R_NMC,R_CSA
R_NMC,AUS,12889.717857142858,2020,Cocoa,1.2212483,0.758932,FALSE,0.003,0.26,9.464185207186528,0.19987353235751,0.03506844443664761,452.02235447727884,R_NMC,R_ASP
R_NMC,AUS,12889.717857142858,2020,Coffee,0.21678905,0.11390755,FALSE,0.003,0.26,9.464185207186528,-1.5288305180722603,0.0356799443394404,459.9044156939481,R_NMC,R_ASP
R_NMC,AUS,12889.717857142858,2020,Corn,0.458665,-3.07517595,FALSE,0.003,0.26,9.464185207186528,-0.77943518288449,0.03541355988396789,456.47079522137886,R_NMC,R_ASP
R_NMC,AUS,12889.717857142858,2020,Rice,27.2083377,-43.534813,FALSE,0.003,0.26,9.464185207186528,3.3035234594185185,0.033996759387537503,438.20863656253124,R_NMC,R_ASP
R_NMC,AUS,12889.717857142858,2020,Wheat,5.0806827,-1614.4719909,FALSE,0.003,0.26,9.464185207186528,1.6254456423246746,0.03457206500312958,445.62416362914297,R_NMC,R_ASP
R_NMC,AUS,12889.717857142858,2020,Palm_oil,0,0,FALSE,0.003,0.26,9.464185207186528,-Inf,Inf,235.46584315870334,R_NMC,R_ASP
R_NMC,AUS,12889.717857142858,2020,Soyabean,0,0,FALSE,0.003,0.26,9.464185207186528,-Inf,Inf,235.46584315870334,R_NMC,R_ASP
R_NMC,AUS,12889.717857142858,2020,Palm Oil,0,0,FALSE,0.003,0.26,9.464185207186528,-Inf,Inf,235.46584315870334,R_NMC,R_ASP
R_NMC,R_OEU,3409.9797824829934,2020,Cocoa,3.0249657,-194.3295313,FALSE,0.003,0.26,8.134461641369368,1.1068997525755444,0.024594019851009234,83.86511046192689,R_NMC,R_OEU
R_NMC,R_OEU,3409.9797824829934,2020,Coffee,2.2513138,-27.69870185,FALSE,0.003,0.26,8.134461641369368,0.81151395691768,0.024666774492768755,84.11320231940866,R_NMC,R_OEU
R_NMC,R_OEU,3409.9797824829934,2020,Corn,1.8361503,-11082.9929402,FALSE,0.003,0.26,8.134461641369368,0.607671151592825,0.02471710722027135,84.28483590258972,R_NMC,R_OEU
R_NMC,R_OEU,3409.9797824829934,2020,Palm_oil,0.6852381,-1.1507318,FALSE,0.003,0.26,8.134461641369368,-0.3779889098748763,0.02496193849437257,85.11970559739444,R_NMC,R_OEU
R_NMC,R_OEU,3409.9797824829934,2020,Rice,210.3872355,135.2394033,FALSE,0.003,0.26,8.134461641369368,5.348949811247525,0.023572548063291583,80.38191231743293,R_NMC,R_OEU
R_NMC,R_OEU,3409.9797824829934,2020,Soyabean,2.120768,-275.4971361,FALSE,0.003,0.26,8.134461641369368,0.75177828723305,0.024681513757562584,84.16346291436427,R_NMC,R_OEU
R_NMC,R_OEU,3409.9797824829934,2020,Wheat,145.5904827,-19046.84460225,FALSE,0.003,0.26,8.134461641369368,4.980797767554702,0.023659490823312115,80.67838537133622,R_NMC,R_OEU
R_NMC,R_OEU,3409.9797824829934,2020,Palm Oil,0,0,FALSE,0.003,0.26,8.134461641369368,-Inf,Inf,98.64321263104837,R_NMC,R_OEU
R_NMC,R_ASP,9084.705355654762,2020,Cocoa,3.3682859,-48.6843814,FALSE,0.003,0.26,9.114347548345595,1.2144039799507647,0.03169625741954707,287.95115953357123,R_NMC,R_ASP
R_NMC,R_ASP,9084.705355654762,2020,Coffee,2.5923902,-145.584727,FALSE,0.003,0.26,9.114347548345595,0.9525803072834578,0.031779354461213896,288.7060716730409,R_NMC,R_ASP
R_NMC,R_ASP,9084.705355654762,2020,Corn,60.1537068,-928.5490245,FALSE,0.003,0.26,9.114347548345595,4.09690306645705,0.030795655368745525,279.7694552593408,R_NMC,R_ASP
R_NMC,R_ASP,9084.705355654762,2020,Palm_oil,0,-2023.16875955,FALSE,0.003,0.26,9.114347548345595,-Inf,Inf,235.46584315870334,R_NMC,R_ASP
R_NMC,R_ASP,9084.705355654762,2020,Rice,234.61730755,-608.49564615,FALSE,0.003,0.26,9.114347548345595,5.457955708221086,0.030379349783457608,275.98744167908666,R_NMC,R_ASP
R_NMC,R_ASP,9084.705355654762,2020,Soyabean,0,-133.1027508,FALSE,0.003,0.26,9.114347548345595,-Inf,Inf,235.46584315870334,R_NMC,R_ASP
R_NMC,R_ASP,9084.705355654762,2020,Wheat,16.34995555,-139.5677551,FALSE,0.003,0.26,9.114347548345595,2.7942251786851324,0.031199447909517838,283.43779151706843,R_NMC,R_ASP
R_NMC,R_ASP,9084.705355654762,2020,Palm Oil,0,0,FALSE,0.003,0.26,9.114347548345595,-Inf,Inf,235.46584315870334,R_NMC,R_ASP
R_NMC,R_CSA,12187.283698757765,2020,Cocoa,1.5014824,0.0374143,FALSE,0.003,0.26,9.408148367354373,0.4064528867608277,0.034489893369635365,420.3381152356506,R_NMC,R_CSA
R_NMC,R_CSA,12187.283698757765,2020,Coffee,0.1041688,-9.9235345,FALSE,0.003,0.26,9.408148367354373,-2.261742618683503,0.03542253821773975,431.7045225896836,R_NMC,R_CSA
R_NMC,R_CSA,12187.283698757765,2020,Corn,0.0646658,-200.3121032,FALSE,0.003,0.26,9.408148367354373,-2.7385228107385826,0.03559182911552651,433.76771878862826,R_NMC,R_CSA
