"FABLE_Exporter","FABLE_Item","Year","prodprice_i_agg","raw_roll","prodprice_i_agg_lisse","Regional_lv","regional_mean","world_mean","prodprice_i_agg_imp","is_imputed_roll","local_median_roll","rel_deviation_roll","Is_Second_Outlier","prodprice_i_agg_imp_final"
"IDN","Cocoa",2015,1742.8,1859.43333333333,1859.43333333333,"R_ASP",1983.20833333333,1802.25873500935,1859.43333333333,TRUE,1016.03333333333,0.830090876283587,FALSE,1859.43333333333
"IDN","Coffee",2015,1429.1,1464.56666666667,1464.56666666667,"R_ASP",1387.45416666667,2907.16163001423,1464.56666666667,TRUE,1175.95,0.245432770667687,FALSE,1464.56666666667
"IDN","Corn",2015,282.2,299.733333333333,299.733333333333,"R_ASP",294.956666666667,238.244475772679,299.733333333333,TRUE,232.433333333333,0.289545389358956,FALSE,299.733333333333
"IDN","Rice",2015,325.211265498076,323.360005073572,323.360005073572,"R_ASP",263.865556401151,352.297054245285,323.360005073572,TRUE,236.669902394388,0.366291200537718,FALSE,323.360005073572
"IDN","Soyabean",2015,621.9,648.7,648.7,"R_ASP",592.916666666667,445.172222222222,648.7,TRUE,506.433333333333,0.280918844204568,FALSE,648.7
"R_SSA","Coffee",2015,3817.5,3523.08333333333,3523.08333333333,"R_SSA",2036.425,2907.16163001423,3523.08333333333,TRUE,833.291666666667,3.22791139556978,TRUE,1091.44363075414
"R_SSA","Rice",2015,479.6,449.133333333333,449.133333333333,"R_SSA",588.644444444444,352.297054245285,449.133333333333,TRUE,278.736378893438,0.611319394749826,FALSE,449.133333333333
"R_SSA","Wheat",2015,407.3,404.816666666667,404.816666666667,"R_SSA",487.75,243.130786770076,404.816666666667,TRUE,299.760136666667,0.350468648594269,FALSE,404.816666666667
"R_SSA","Soyabean",2015,594.75,590.716666666667,590.716666666667,"R_SSA",546.372222222222,445.172222222222,590.716666666667,TRUE,391.866666666667,0.507443007825791,FALSE,590.716666666667
"R_ASP","Palm Oil",2015,551.4,639.733333333333,639.733333333333,"R_ASP",871.583333333333,725.377777777778,639.733333333333,TRUE,605.133333333333,0.0571774815467664,FALSE,639.733333333333
"MEX","Cocoa",2015,2331.4,2366.5,2366.5,"R_CSA",2039.70353145472,1802.25873500935,2366.5,TRUE,1765.51666666667,0.340400826953394,FALSE,2366.5
"MEX","Coffee",2015,328.4,327.8,327.8,"R_CSA",1918.57156571151,2907.16163001423,327.8,TRUE,289.466666666667,0.132427452786734,FALSE,327.8
"MEX","Corn",2015,216,213.2,213.2,"R_CSA",227.95,238.244475772679,213.2,TRUE,190.366666666667,0.119943967781474,FALSE,213.2
"MEX","Rice",2015,226.7,243.666666666667,243.666666666667,"R_CSA",279.566761904762,352.297054245285,243.666666666667,TRUE,206.033333333333,0.182656528069891,FALSE,243.666666666667
"MEX","Soyabean",2015,366,379.366666666667,379.366666666667,"R_CSA",361.71,445.172222222222,379.366666666667,TRUE,313.583333333333,0.20977943130481,FALSE,379.366666666667
"MEX","Wheat",2015,240.9,230.766666666667,230.766666666667,"R_CSA",205.66522993311,243.130786770076,230.766666666667,TRUE,191,0.208202443280977,FALSE,230.766666666667
"NPL","Coffee",2015,1489.4,1429.8,1429.8,"R_ASP",1387.45416666667,2907.16163001423,1429.8,TRUE,1394.01666666667,0.0256692292057724,FALSE,1429.8
"NPL","Corn",2015,273.4,267.466666666667,267.466666666667,"R_ASP",294.956666666667,238.244475772679,267.466666666667,TRUE,203.2,0.316272965879265,FALSE,267.466666666667
"NPL","Rice",2015,265.2,259.866666666667,259.866666666667,"R_ASP",263.865556401151,352.297054245285,259.866666666667,TRUE,208.283333333333,0.247659438265184,FALSE,259.866666666667
"NPL","Soyabean",2015,919.9,884.733333333333,884.733333333333,"R_ASP",592.916666666667,445.172222222222,884.733333333333,TRUE,572.05,0.54660140430615,FALSE,884.733333333333
"NPL","Wheat",2015,272.2,266.333333333333,266.333333333333,"R_ASP",222.555555555556,243.130786770076,266.333333333333,TRUE,209.516666666667,0.271179699307931,FALSE,266.333333333333
"R_ASP","Coffee",2015,1815.1,1778.51666666667,1778.51666666667,"R_ASP",1387.45416666667,2907.16163001423,1778.51666666667,TRUE,1221.83333333333,0.455613149638521,FALSE,1778.51666666667
"R_NEU","Rice",2015,417.6,395.966666666667,395.966666666667,"R_NEU",449.066666666667,352.297054245285,395.966666666667,TRUE,525.160287016255,0.24600797802822,FALSE,395.966666666667
"NOR","Wheat",2015,347.5,384.866666666667,384.866666666667,"R_OEU",209.537037037037,243.130786770076,384.866666666667,TRUE,350.333333333333,0.0985727878211227,FALSE,384.866666666667
"RUS","Corn",2015,128.9,134.833333333333,134.833333333333,"R_NEU",197.011111111111,238.244475772679,134.833333333333,TRUE,138.15,0.0240077210761248,FALSE,134.833333333333
"RUS","Rice",2015,322.5,298.633333333333,298.633333333333,"R_NEU",449.066666666667,352.297054245285,298.633333333333,TRUE,292.158333333333,0.0221626401209391,FALSE,298.633333333333
"RUS","Soyabean",2015,312.3,368.133333333333,368.133333333333,"R_NEU",390.822222222222,445.172222222222,368.133333333333,TRUE,302.333333333333,0.217640573318633,FALSE,368.133333333333
"RUS","Wheat",2015,143.9,151.4,151.4,"R_NEU",214.9,243.130786770076,151.4,TRUE,124.833333333333,0.212817089452604,FALSE,151.4
"RWA","Coffee",2015,277.4,549.766666666667,549.766666666667,"R_SSA",2036.425,2907.16163001423,549.766666666667,TRUE,948.383333333333,0.420311758606752,FALSE,549.766666666667
"RWA","Corn",2015,323.1,349.7,349.7,"R_SSA",276.992190217769,238.244475772679,349.7,TRUE,276.233333333333,0.265958730541812,FALSE,349.7
"RWA","Rice",2015,891.6,884.233333333333,884.233333333333,"R_SSA",588.644444444444,352.297054245285,884.233333333333,TRUE,703.65,0.256638006584713,FALSE,884.233333333333
"RWA","Soyabean",2015,661,647.433333333333,647.433333333333,"R_SSA",546.372222222222,445.172222222222,647.433333333333,TRUE,519.75,0.245662978996312,FALSE,647.433333333333
"RWA","Wheat",2015,640.7,657.3,657.3,"R_SSA",487.75,243.130786770076,657.3,TRUE,459.883333333333,0.429275540898054,FALSE,657.3
"R_NMC","Coffee",2015,8543.62856053712,8461.77618684571,8461.77618684571,"R_NMC",8461.77618684571,2907.16163001423,8461.77618684571,TRUE,4052.71536145455,1.08792758241198,TRUE,7777.88551705398
"R_SSA","Palm Oil",2015,860.1,942.133333333333,942.133333333333,"R_SSA",942.133333333333,725.377777777778,942.133333333333,TRUE,821.563333333333,0.146756792943535,FALSE,942.133333333333
"SWE","Wheat",2015,167.4,176.766666666667,176.766666666667,"R_OEU",209.537037037037,243.130786770076,176.766666666667,TRUE,159.666666666667,0.107098121085595,FALSE,176.766666666667
"TUR","Corn",2015,241.7,248.633333333333,248.633333333333,"R_NEU",197.011111111111,238.244475772679,248.633333333333,TRUE,217.666666666667,0.142266462480858,FALSE,248.633333333333
"TUR","Rice",2015,627.5,652.6,652.6,"R_NEU",449.066666666667,352.297054245285,652.6,TRUE,525.4,0.242101256185763,FALSE,652.6
"TUR","Soyabean",2015,401.5,434,434,"R_NEU",390.822222222222,445.172222222222,434,TRUE,379.566666666667,0.143409150785984,FALSE,434
"TUR","Wheat",2015,285.3,296.266666666667,296.266666666667,"R_NEU",214.9,243.130786770076,296.266666666667,TRUE,238.25,0.243511717383701,FALSE,296.266666666667
"GBR","Wheat",2015,189.4,202.7,202.7,"R_OEU",209.537037037037,243.130786770076,202.7,TRUE,186.016666666667,0.0896873040050173,FALSE,202.7
"USA","Coffee",2015,10296.8997180908,10459.7720738266,10459.7720738266,"R_WRL",10459.7720738266,2907.16163001423,10459.7720738266,TRUE,8598,0.216535481952388,FALSE,10459.7720738266
"USA","Corn",2015,142,140,140,"R_WRL",147.4,238.244475772679,140,TRUE,135.766666666667,0.0311809477043947,FALSE,140
"USA","Rice",2015,269,264.333333333333,264.333333333333,"R_WRL",264.333333333333,352.297054245285,264.333333333333,TRUE,244.666666666667,0.0803814713896456,FALSE,264.333333333333
"USA","Soyabean",2015,329,349.333333333333,349.333333333333,"R_WRL",355.583333333333,445.172222222222,349.333333333333,TRUE,310.6,0.124704872290191,FALSE,349.333333333333
