"FABLE_Exporter","FABLE_Importer","dist_adj","Year","FABLE_Item","Q_ij","net_trade_ij","ln_dist","ln_quantity_kt","cost_per_tonne_km","transport_cost_usd_t"
"COL","R_SSA",9882.88863157895,2010,"Corn",4.23135,4.23135,9.19856011962696,1.44252109107717,0.0161620439686054,159.727680600409
"COL","R_SSA",9882.88863157895,2000,"Coffee",0.2877978,0.286191,9.19856011962696,-1.24549712875545,0.0166023742210322,164.079415446258
"COL","R_SSA",9882.88863157895,2000,"Wheat",0.512911,0.512911,9.19856011962696,-0.667652938141126,0.0165067150128552,163.13402614526
"COL","R_SSA",9882.88863157895,2010,"Coffee",0.3974702,0.3974702,9.19856011962696,-0.922635316251492,0.0165488579330199,163.550519931857
"COL","R_SSA",9882.88863157895,2000,"Cocoa",0.0590505,0.0590505,9.19856011962696,-2.82936226897411,0.0168674269365827,166.698901915542
"COL","RUS",11408.96,2000,"Cocoa",0.0287243,0.0287243,9.34215429058619,-3.55001182456078,0.0176357015028295,201.205013017722
"COL","RUS",11408.96,2000,"Coffee",3.9241143,3.9241143,9.34215429058619,1.36714066971926,0.0167895021146055,191.55075804545
"COL","RUS",11408.96,2005,"Cocoa",0.1614273,0.1614273,9.34215429058619,-1.82370039246828,0.0173338671678673,197.761397163512
"COL","RUS",11408.96,2015,"Coffee",3.9319703,3.9319703,9.34215429058619,1.36914064884846,0.0167891663314251,191.546927108576
"COL","RUS",11408.96,2010,"Cocoa",1.062758,1.062758,9.34215429058619,0.0608674158689852,0.0170102575859812,194.069348388156
"COL","RUS",11408.96,2010,"Coffee",3.8682127,3.8682127,9.34215429058619,1.35279256573791,0.0167919112626563,191.578243919195
"COL","RUS",11408.96,2005,"Coffee",3.8044551,3.8044551,9.34215429058619,1.33617277475116,0.0167947022751346,191.61008646892
"COL","RUS",11408.96,2020,"Cocoa",0.5315964,0.5315964,9.34215429058619,-0.631870724175006,0.0171285032214369,195.418408113245
"COL","RUS",11408.96,2020,"Coffee",3.9162583,3.9162583,9.34215429058619,1.36513668265642,0.0167898385774271,191.554596736323
"COL","RUS",11408.96,2015,"Cocoa",0.9127035,0.9127035,9.34215429058619,-0.0913442046907186,0.0170361688897192,194.36496941605
"COL","RWA",11671.93,NA,NA,NA,NA,9.36494209292624,NA,NA,NA
"COL","SWE",9491.131,2000,"Coffee",12.7638988,12.7638988,9.15811306258502,2.54662077983552,0.0158173635674225,150.124669693034
"COL","SWE",9491.131,2010,"Coffee",7.0488284,7.0488284,9.15811306258502,1.95286141861686,0.0159115600176814,151.018700542177
"COL","SWE",9491.131,2005,"Cocoa",0.0143085,0.0143085,9.15811306258502,-4.2469015127109,0.0169292605706723,160.677829809386
"COL","SWE",9491.131,2005,"Coffee",14.9501266,14.9501266,9.15811306258502,2.70471976802826,0.0157923762332296,149.887511630869
"COL","SWE",9491.131,2010,"Cocoa",0.1371576,0.1319744,9.15811306258502,-1.98662464935328,0.0165509044665035,157.08680246007
"COL","SWE",9491.131,2020,"Coffee",4.9527704,4.9527704,9.15811306258502,1.59994709678765,0.0159678133965399,151.552608730115
"COL","SWE",9491.131,2020,"Palm_oil",0,-0.125142,9.15811306258502,0,0,0
"COL","SWE",9491.131,2010,"Corn",0.05501,0.05501,9.15811306258502,-2.90024029209477,0.0167028089737821,158.528548038142
"COL","SWE",9491.131,2015,"Coffee",9.7682104,9.7682104,9.15811306258502,2.27913327629797,0.0158597296751157,150.526771971111
"COL","TUR",11011.45,2005,"Wheat",0,-0.134284,9.30669091950119,0,0,0
"COL","TUR",11011.45,2010,"Cocoa",0.149959,-0.6337143,9.30669091950119,-1.89739335558158,0.01718743649759,189.258597621387
"COL","TUR",11011.45,2010,"Coffee",0.0367139,0.0367139,9.30669091950119,-3.30459984903399,0.0174310089845687,191.940683883129
"COL","TUR",11011.45,2010,"Wheat",0,-0.238679,9.30669091950119,0,0,0
"COL","TUR",11011.45,2015,"Cocoa",0,-0.5760639,9.30669091950119,0,0,0
"COL","TUR",11011.45,2015,"Coffee",0.2068969,0.2068969,9.30669091950119,-1.5755346774265,0.0171322061711484,188.650431643292
"COL","TUR",11011.45,2000,"Coffee",0.0149574,0.0149574,9.30669091950119,-4.20254911833166,0.0175882354528923,193.671975277751
"COL","TUR",11011.45,2005,"Cocoa",0,-0.0362014,9.30669091950119,0,0,0
"COL","TUR",11011.45,2005,"Coffee",0.0265219,0.0265219,9.30669091950119,-3.62978447218855,0.0174877842075639,192.56586141238
"COL","TUR",11011.45,2020,"Coffee",0.0367139,0.0367139,9.30669091950119,-3.30459984903399,0.0174310089845687,191.940683883129
"COL","TUR",11011.45,2020,"Wheat",0,-0.5110712,9.30669091950119,0,0,0
"COL","TUR",11011.45,2015,"Wheat",0,-0.7834634,9.30669091950119,0,0,0
"COL","TUR",11011.45,2020,"Cocoa",0.2031054,-1.0702397,9.30669091950119,-1.59403022286151,0.0171353751591765,188.685326796515
"COL","USA",4251.359,2000,"Palm_oil",0.247652,0.247652,8.35499397551051,-1.39573074406691,0.0133527298779482,56.7672483411839
"COL","USA",4251.359,2000,"Rice",0,-2.1889176,8.35499397551051,0,0,0
"COL","USA",4251.359,2000,"Soyabean",0,-44.9646019,8.35499397551051,0,0,0
"COL","USA",4251.359,2000,"Wheat",0.9370291,-664.6744069,8.35499397551051,-0.0650409406624595,0.0131762234440889,56.0168561250382
"COL","USA",4251.359,2005,"Cocoa",0.6401594,-1.0374227,8.35499397551051,-0.446038071139335,0.0132265202311319,56.2306858233047
"COL","USA",4251.359,2005,"Coffee",202.6438415,202.6342899,8.35499397551051,5.31144996277785,0.0124865122545706,53.084646252079
"COL","USA",4251.359,2000,"Cocoa",0.5015987,-1.7475816,8.35499397551051,-0.689954881373324,0.013258821315257,56.3680093280095
"COL","USA",4251.359,2000,"Coffee",159.2279422,159.2279422,8.35499397551051,5.07033677434075,0.012516655207106,53.212794764627
"COL","USA",4251.359,2000,"Corn",0.7630148,-752.8828427,8.35499397551051,-0.270477850769157,0.0132033200941315,56.1320537120668
"COL","USA",4251.359,2010,"Corn",1.21375465,-672.27834735,8.35499397551051,0.193718571718016,0.0131421727862122,55.8720945542183
"COL","USA",4251.359,2010,"Palm_oil",3.8384935,3.7747547,8.35499397551051,1.34507997191458,0.0129917266330388,55.2324939469091
"COL","USA",4251.359,2010,"Rice",0,-4.1502796,8.35499397551051,0,0,0
"COL","USA",4251.359,2010,"Soyabean",0.0012563,-165.511754,8.35499397551051,-6.6795843859539,0.0140772410813119,59.8474055662053
"COL","USA",4251.359,2010,"Wheat",5.1478345,-652.1891431,8.35499397551051,1.63857614080996,0.0129536523137627,55.0706263469857
"COL","USA",4251.359,2015,"Cocoa",2.5595285,0.2214157,8.35499397551051,0.93982306184081,0.0130444833308354,55.4567816088971
"COL","USA",4251.359,2015,"Coffee",277.2981619,277.2981619,8.35499397551051,5.62509332403864,0.01244741048993,52.9184106130582
"COL","USA",4251.359,2015,"Corn",1.1896773,-4499.0591922,8.35499397551051,0.173682093877862,0.013144806278571,55.8832904756592
"COL","USA",4251.359,2015,"Palm_oil",4.9792841,4.9792841,8.35499397551051,1.60528612568274,0.0129579653044352,55.0889624186984
"COL","USA",4251.359,2015,"Rice",0,-278.2525273,8.35499397551051,0,0,0
"COL","USA",4251.359,2015,"Soyabean",0,-544.5052105,8.35499397551051,0,0,0
"COL","USA",4251.359,2015,"Wheat",4.2978368,-669.5880576,8.35499397551051,1.45811182635002,0.0129770501396212,55.1700989045298
"COL","USA",4251.359,2020,"Cocoa",1.6113334,-1.0420873,8.35499397551051,0.477062034986784,0.0131049880038937,55.7140086952455
"COL","USA",4251.359,2020,"Coffee",259.6584814,259.5595716,8.35499397551051,5.55936723449784,0.0124555943752734,52.9532032476679
"COL","USA",4251.359,2020,"Corn",0.9765667,-5157.3955059,8.35499397551051,-0.0237122258265644,0.0131707790054113,55.9937098616663
"COL","USA",4251.359,2020,"Palm_oil",9.035308,9.035308,8.35499397551051,2.20114001311451,0.0128809843392356,54.7616886994684
"COL","USA",4251.359,2020,"Rice",0,-165.8858129,8.35499397551051,0,0,0
"COL","USA",4251.359,2020,"Soyabean",0,-500.215928,8.35499397551051,0,0,0
"COL","USA",4251.359,2020,"Wheat",5.1888242,-543.3305209,8.35499397551051,1.6465071204515,0.0129526250029733,55.0662588800154
"COL","USA",4251.359,2005,"Soyabean",0.003204,-147.7838884,8.35499397551051,-5.74335524977602,0.0139460608805569,59.2897114391033
"COL","USA",4251.359,2005,"Corn",1.237832,-1745.7631564,8.35499397551051,0.213361462307589,0.013139591537115,55.8611207376376
"COL","USA",4251.359,2005,"Palm_oil",1.677621,1.677621,8.35499397551051,0.517376718409915,0.0130997058342838,55.691552295935
"COL","USA",4251.359,2005,"Rice",0,-4.5072548,8.35499397551051,0,0,0
"COL","USA",4251.359,2005,"Wheat",3.2859469,-783.0314659,8.35499397551051,1.18965486002012,0.0130119347388627,55.3184058594765
"COL","USA",4251.359,2010,"Cocoa",1.3843752,-0.8648051,8.35499397551051,0.325248918720879,0.0131248982038923,55.7986541032012
"COL","USA",4251.359,2010,"Coffee",139.3220668,139.204787,8.35499397551051,4.9367882803002,0.0125333821784625,53.283907124846
"DEU","ARG",11646.03,2010,"Coffee",0.062044,0.062044,9.3627206283855,-2.77991146821963,0.0175942401833173,204.903049002119
"DEU","ARG",11646.03,2010,"Cocoa",0.2951391,0.265087,9.3627206283855,-1.22030850835177,0.017321968589406,201.73216585128
"DEU","ARG",11646.03,2000,"Corn",0.0006772,-1.0896593,9.3627206283855,-7.29754390770529,0.0184073107774816,214.372093533874
"DEU","ARG",11646.03,2010,"Corn",0.0036475,-5.2478912,9.3627206283855,-5.61371327756733,0.0180999577545097,210.792651007753
"DEU","ARG",11646.03,2000,"Coffee",0.0444586,0.0444586,9.3627206283855,-3.11319685992073,0.0176529770419434,205.587100219785
"DEU","ARG",11646.03,2005,"Cocoa",0.268969,0.2648915,9.3627206283855,-1.31315914765681,0.0173380596171365,201.91956244296
"DEU","ARG",11646.03,2005,"Corn",0.0038516,-9.7067216,9.3627206283855,-5.55926663259815,0.0180901056170941,210.677912719846
"DEU","ARG",11646.03,2000,"Cocoa",0.2427989,0.2423739,9.3627206283855,-1.41552175028482,0.0173558163928042,202.126358385089
"DEU","ARG",11646.03,2005,"Wheat",0.0405048,0.0278015,9.3627206283855,-3.20633479337389,0.0176694263190225,205.778668994126
"DEU","ARG",11646.03,2020,"Corn",0,-13.9796916,9.3627206283855,0,0,0
"DEU","ARG",11646.03,2020,"Soyabean",0,-27.379434,9.3627206283855,0,0,0
"DEU","ARG",11646.03,2020,"Wheat",0.401333,0.3853511,9.3627206283855,-0.912963772346609,0.0172688121593621,201.113104472296
"DEU","ARG",11646.03,2000,"Rice",0,-0.0046331,9.3627206283855,0,0,0
"DEU","ARG",11646.03,2010,"Rice",0,-0.2795013,9.3627206283855,0,0,0
"DEU","ARG",11646.03,2010,"Soyabean",0,-15.139456,9.3627206283855,0,0,0
"DEU","ARG",11646.03,2010,"Wheat",0.0063541,-0.01602735,9.3627206283855,-5.05865500514093,0.0179997707470455,209.625870113214
"DEU","ARG",11646.03,2005,"Soyabean",0,-1.215157,9.3627206283855,0,0,0
"DEU","ARG",11646.03,2000,"Soyabean",0,-47.14833,9.3627206283855,0,0,0
"DEU","ARG",11646.03,2000,"Wheat",0.1574623,0.1390779,9.3627206283855,-1.84856921444821,0.0174311382876466,203.00355943208
"DEU","ARG",11646.03,2015,"Rice",0,-0.7564065,9.3627206283855,0,0,0
"DEU","ARG",11646.03,2020,"Coffee",0.0306078,0.0306078,9.3627206283855,-3.486500400545,0.0177189993854681,206.355998413143
"DEU","ARG",11646.03,2015,"Wheat",0,-0.0320596,9.3627206283855,0,0,0
"DEU","ARG",11646.03,2020,"Cocoa",0.2221966,0.2221966,9.3627206283855,-1.50419270342383,0.0173712127856801,202.305665238414
"DEU","ARG",11646.03,2015,"Cocoa",0.2840923,0.2840923,9.3627206283855,-1.25845609362199,0.017328577762684,201.809136481551
"DEU","ARG",11646.03,2015,"Coffee",0.094002,0.094002,9.3627206283855,-2.36443922034273,0.0175212926414601,204.053499741223
"DEU","ARG",11646.03,2015,"Corn",0,-11.9347284,9.3627206283855,0,0,0
"DEU","ARG",11646.03,2015,"Soyabean",0,-37.028169,9.3627206283855,0,0,0
"DEU","AUS",15935.09,2010,"Wheat",1.1272347,1.0909894,9.67627887478026,0.119767465372653,0.0185431405852528,295.486614108656
"DEU","AUS",15935.09,2010,"Soyabean",0.014263,0.014263,9.67627887478026,-4.25008650744085,0.0193714141237278,308.685227488873
"DEU","AUS",15935.09,2015,"Corn",0.2114864,0.18784605,9.67627887478026,-1.55359458516378,0.0188560451746714,300.472776902454
"DEU","AUS",15935.09,2000,"Cocoa",1.0410713,1.032454,9.67627887478026,0.0402502791221475,0.0185578914328409,295.721670192548
"DEU","AUS",15935.09,2015,"Coffee",2.3739789,2.2056885,9.67627887478026,0.864567408195156,0.0184055443292633,293.2940053858
"DEU","AUS",15935.09,2020,"Rice",0,-0.1302078,9.67627887478026,0,0,0
"DEU","AUS",15935.09,2020,"Wheat",1.8228883,1.8228883,9.67627887478026,0.600422221191745,0.0184542259555318,294.069751481735
"DEU","AUS",15935.09,2015,"Cocoa",8.8418665,8.8418665,9.67627887478026,2.17949799689604,0.018165108443719,289.462637910422
"DEU","AUS",15935.09,2010,"Coffee",2.6644815,2.583407,9.67627887478026,0.980009479589294,0.0183843088473367,292.955616070106
"DEU","AUS",15935.09,2010,"Corn",0.0857863,0.0527998,9.67627887478026,-2.45589595889709,0.0190269534235163,303.19621522954
"DEU","AUS",15935.09,2000,"Rice",0,-0.4535821,9.67627887478026,0,0,0
"DEU","AUS",15935.09,2000,"Wheat",0.3954397,0.3598086,9.67627887478026,-0.927756968632315,0.0187384054517657,298.598177330378
"DEU","AUS",15935.09,2000,"Coffee",0.7251018,0.6319693,9.67627887478026,-0.321443220191453,0.0186251356554454,296.793212931732
"DEU","AUS",15935.09,2000,"Corn",0.0227275,0.0227275,9.67627887478026,-3.78417963396826,0.0192813712945808,307.250386902562
"DEU","AUS",15935.09,2005,"Corn",0,-0.1327104,9.67627887478026,0,0,0
"DEU","AUS",15935.09,2005,"Palm_oil",0.060649,0.060649,9.67627887478026,-2.80265213177417,0.0190930450812505,304.249391743784
"DEU","AUS",15935.09,2005,"Cocoa",2.5123639,2.4781313,9.67627887478026,0.921224102763764,0.0183951193097436,293.127881761502
"DEU","AUS",15935.09,2005,"Coffee",1.4646803,1.4646803,9.67627887478026,0.381636993398462,0.0184946452754538,294.71383698243
"DEU","AUS",15935.09,2020,"Cocoa",10.4249086,10.4136838,9.67627887478026,2.34419800026034,0.0181352151334,288.986285320091
"DEU","AUS",15935.09,2020,"Coffee",2.5481602,2.5456085,9.67627887478026,0.935371608574947,0.0183925170432525,293.086414410763
"DEU","AUS",15935.09,2005,"Wheat",0.9024834,0.8561458,9.67627887478026,-0.102604982296061,0.0185844213023064,296.14442605017
"DEU","AUS",15935.09,2010,"Cocoa",8.1799845,8.0995852,9.67627887478026,2.10169025574733,0.0181792478043215,289.687949894165
"DEU","AUS",15935.09,2020,"Corn",0.3922931,0.3779989,9.67627887478026,-0.935746014501479,0.0187399025313728,298.622033428654
"DEU","AUS",15935.09,2015,"Wheat",2.2212095,2.17991805,9.67627887478026,0.798051867343574,0.0184177909491218,293.489156375441
"DEU","BRA",9395.881,2000,"Cocoa",0.0585258,0.00596799999999999,9.14802668073479,-2.83828759632652,0.0166487463793863,156.429639779894
"DEU","BRA",9395.881,2000,"Coffee",0.0015206,-149.8401913,9.14802668073479,-6.48865028516994,0.0172677145667687,162.245391211325
"DEU","BRA",9395.881,2000,"Corn",0.0011875,-1.40000000000001e-05,9.14802668073479,-6.73590502205548,0.017310462635521,162.647046978302
"DEU","BRA",9395.881,2000,"Palm_oil",0,-0.000435,9.14802668073479,0,0,0
"DEU","BRA",9395.881,2000,"Soyabean",0,-1055.603367,9.14802668073479,0,0,0
"DEU","BRA",9395.881,2000,"Wheat",2.2737793,2.2712601,9.14802668073479,0.821443336968378,0.0160504616392025,150.808227557012
"DEU","BRA",9395.881,2010,"Cocoa",1.60126185,1.53989575,9.14802668073479,0.470791974669808,0.0161068415923636,151.337966887699
"DEU","BRA",9395.881,2010,"Coffee",0,-378.1975458,9.14802668073479,0,0,0
"DEU","BRA",9395.881,2010,"Corn",0.0162777,0.0113693,9.14802668073479,-4.11795920602965,0.0168631646590861,158.444288420179
"DEU","BRA",9395.881,2005,"Wheat",0.9167418,0.9122109,9.14802668073479,-0.0869294167121014,0.0161969238639464,152.184369191701
"DEU","BRA",9395.881,2010,"Rice",0.0061204,-0.2549621,9.14802668073479,-5.09612782511662,0.0170289242263279,160.001745588594
"DEU","BRA",9395.881,2010,"Soyabean",0,-363.893473,9.14802668073479,0,0,0
"DEU","BRA",9395.881,2010,"Wheat",0.8622838,0.8622838,9.14802668073479,-0.148170828165429,0.0162068461266895,152.277597591685
"DEU","BRA",9395.881,2010,"Palm_oil",0,-6.4503807,9.14802668073479,0,0,0
"DEU","BRA",9395.881,2015,"Wheat",1.3531532,1.3531532,9.14802668073479,0.302437572638206,0.0161339810080029,151.592965607455
"DEU","BRA",9395.881,2020,"Cocoa",1.9683548,1.9613597,9.14802668073479,0.6771980669336,0.0160736303768227,151.025918258611
"DEU","BRA",9395.881,2020,"Coffee",0.8375989,-437.3902621,9.14802668073479,-0.177215932702699,0.0162115541057748,152.321833202921
"DEU","BRA",9395.881,2020,"Corn",0.3654142,0.3511879,9.14802668073479,-1.0067237742717,0.0163465895086545,153.590609779166
"DEU","BRA",9395.881,2020,"Palm_oil",0,-0.8069755,9.14802668073479,0,0,0
"DEU","BRA",9395.881,2020,"Rice",0,-0.0964467,9.14802668073479,0,0,0
"DEU","BRA",9395.881,2020,"Soyabean",0,-43.272952,9.14802668073479,0,0,0
"DEU","BRA",9395.881,2020,"Wheat",3.0483684,2.9097597,9.14802668073479,1.11460649666241,0.0160034765039201,150.36676081713
"DEU","BRA",9395.881,2005,"Cocoa",0.0489681,0.0052186,9.14802668073479,-3.01658621328548,0.0166784573431694,156.708800459996
"DEU","BRA",9395.881,2005,"Coffee",0.0024704,-254.5978419,9.14802668073479,-6.00337519813382,0.0171841216417409,161.459962035322
"DEU","BRA",9395.881,2005,"Corn",0.0213471,-0.0017673,9.14802668073479,-3.84683937991515,0.0168175071975676,158.015296344988
"DEU","BRA",9395.881,2005,"Palm_oil",0,-6.097555,9.14802668073479,0,0,0
"DEU","BRA",9395.881,2005,"Rice",0,-0.0534563,9.14802668073479,0,0,0
"DEU","BRA",9395.881,2005,"Soyabean",0,-961.887699,9.14802668073479,0,0,0
"DEU","BRA",9395.881,2015,"Cocoa",3.1535556,3.1535556,9.14802668073479,1.14853057816957,0.0159980483922775,150.315758926081
"DEU","BRA",9395.881,2015,"Coffee",0,-379.4156831,9.14802668073479,0,0,0
"DEU","BRA",9395.881,2015,"Corn",0.4448674,0.4448674,9.14802668073479,-0.809979018748112,0.0163144600679481,153.288725377692
"DEU","BRA",9395.881,2015,"Palm_oil",0,-3.6286781,9.14802668073479,0,0,0
"DEU","BRA",9395.881,2015,"Soyabean",0,-466.699325,9.14802668073479,0,0,0
"DEU","CAN",6541.714,2005,"Coffee",1.1390572,1.0813784,8.78595448962511,0.13020090269487,0.0147097606962891,96.2270474835641
"DEU","CAN",6541.714,2005,"Corn",0.0457475,0.0272365,8.78595448962511,-3.08461813356243,0.0151903363124289,99.3708357197243
"DEU","CAN",6541.714,2005,"Rice",0.0438827,0.023063,8.78595448962511,-3.12623511401868,0.0151966593873684,99.4121994675795
"DEU","CAN",6541.714,2005,"Cocoa",5.0648272,4.0371701,8.78595448962511,1.62232002063298,0.0144919029353949,94.801884319114
"DEU","CAN",6541.714,2005,"Wheat",0.4988541,-25.1221477,8.78595448962511,-0.695441610752918,0.0148317134884955,97.0248277716796
"DEU","CAN",6541.714,2010,"Cocoa",8.0561371,7.1753712,8.78595448962511,2.08643417364285,0.0144247998008547,94.3629148044486
"DEU","CAN",6541.714,2000,"Cocoa",3.869081,3.4985278,8.78595448962511,1.35301701114151,0.0145309826639566,95.0575327265619
"DEU","CAN",6541.714,2005,"Soyabean",0,-3.124422,8.78595448962511,0,0,0
"DEU","CAN",6541.714,2015,"Coffee",1.6667589,1.6509569,8.78595448962511,0.510880962234789,0.0146538700203376,95.8614266662225
"DEU","CAN",6541.714,2015,"Corn",0.1086912,0.1086912,8.78595448962511,-2.21924444489388,0.0150594502822007,98.514616743376
"DEU","CAN",6541.714,2015,"Rice",0.0518766,0.03223135,8.78595448962511,-2.95888745753343,0.0151712494014577,99.2459746070074
"DEU","CAN",6541.714,2015,"Soyabean",0,-85.964839,8.78595448962511,0,0,0
"DEU","CAN",6541.714,2015,"Wheat",2.0318226,-51.6772057,8.78595448962511,0.708933222755487,0.0146248764202259,95.6717588264619
"DEU","CAN",6541.714,2020,"Cocoa",14.2734619,14.2734619,8.78595448962511,2.658402001926,0.0143425300891271,93.8247298794639
"DEU","CAN",6541.714,2020,"Coffee",1.388855,1.3063136,8.78595448962511,0.328479666674351,0.0146806232608156,96.0364387140033
"DEU","CAN",6541.714,2020,"Corn",0.0167844,0.0167844,8.78595448962511,-4.08730539539102,0.0153434140426023,100.372226450288
"DEU","CAN",6541.714,2000,"Coffee",0.8753738,0.8186568,8.78595448962511,-0.133104283848463,0.014748543295021,96.4807521526449
"DEU","CAN",6541.714,2000,"Corn",0.1039618,-0.1356337,8.78595448962511,-2.26373175500707,0.0150661513169936,98.5584529964953
"DEU","CAN",6541.714,2000,"Rice",0,-0.0184708,8.78595448962511,0,0,0
"DEU","CAN",6541.714,2000,"Soyabean",0,-8.041168,8.78595448962511,0,0,0
"DEU","CAN",6541.714,2000,"Wheat",0.4730757,0.00317539999999999,8.78595448962511,-0.748499861012306,0.0148395850242208,97.0763211071358
"DEU","CAN",6541.714,2015,"Cocoa",9.5934171,9.3741518,8.78595448962511,2.26107714451116,0.0143996298870807,94.1982604271341
"DEU","CAN",6541.714,2010,"Corn",0.0185946,0.0185946,8.78595448962511,-3.98488406299539,0.0153277071584779,100.269476506515
"DEU","CAN",6541.714,2010,"Rice",0.0438685,0.0422909,8.78595448962511,-3.12655875631928,0.0151967085702661,99.4125212080295
"DEU","CAN",6541.714,2010,"Soyabean",0.0192951,-164.9699309,8.78595448962511,-3.94790410131617,0.0153220400261607,100.232403747696
"DEU","CAN",6541.714,2010,"Coffee",1.2404212,1.2051319,8.78595448962511,0.215450999358986,0.0146972259547752,96.1450487895164
"DEU","CAN",6541.714,2020,"Rice",0.0438969,0.0438969,8.78595448962511,-3.12591157642854,0.0151966102205424,99.4118778322653
"DEU","CAN",6541.714,2020,"Soyabean",0,-64.244242,8.78595448962511,0,0,0
"DEU","CAN",6541.714,2010,"Wheat",2.103869,-126.4332961,8.78595448962511,0.743778030579668,0.0146197812978871,95.6384279933264
"DEU","CAN",6541.714,2020,"Wheat",1.171579,-108.9827685,8.78595448962511,0.158352411604587,0.0147056202595211,96.1999619303931
"DEU","CHN",8031.667,2000,"Rice",0,-0.4990322,8.99114738190871,0,0,0
"DEU","CHN",8031.667,2005,"Coffee",0.0337512,-3.5831939,8.99114738190871,-3.38873930674013,0.0160715530914538,129.081362603378
"DEU","CHN",8031.667,2000,"Soyabean",0,-1.4899625,8.99114738190871,0,0,0
"DEU","CHN",8031.667,2000,"Wheat",0.240761,-0.3495507,8.99114738190871,-1.42395053879732,0.0157588629312168,126.569939362178
"DEU","CHN",8031.667,2000,"Palm_oil",0,-0.000274,8.99114738190871,0,0,0
"DEU","CHN",8031.667,2005,"Corn",0.0316835,0.0316835,8.99114738190871,-3.45195923834038,0.0160817167287091,129.162993553321
"DEU","CHN",8031.667,2005,"Rice",0,-1.0564826,8.99114738190871,0,0,0
"DEU","CHN",8031.667,2005,"Cocoa",0.1821979,0.1731359,8.99114738190871,-1.70266182001853,0.0158028459243085,126.923196116353
"DEU","CHN",8031.667,2015,"Coffee",0.1641849,-20.339375,8.99114738190871,-1.80676204721563,0.0158193052884506,127.055392248174
"DEU","CHN",8031.667,2010,"Soyabean",0,-2.5116175,8.99114738190871,0,0,0
"DEU","CHN",8031.667,2010,"Wheat",0.637338,0.2064287,8.99114738190871,-0.450455151889975,0.0156061954387318,125.343764900813
"DEU","CHN",8031.667,2015,"Cocoa",2.4282126,2.2894952,8.99114738190871,0.887155431143185,0.01539883524462,123.678316872652
"DEU","CHN",8031.667,2005,"Soyabean",0,-1.7263936,8.99114738190871,0,0,0
"DEU","CHN",8031.667,2015,"Corn",0.24692145,0.24692145,8.99114738190871,-1.39868500912637,0.0157548818739659,126.53796483603
"DEU","CHN",8031.667,2015,"Rice",0,-0.0969112,8.99114738190871,0,0,0
"DEU","CHN",8031.667,2015,"Soyabean",0.0603015,-3.6848359,8.99114738190871,-2.8083982999365,0.0159785533971308,128.334420027473
"DEU","CHN",8031.667,2010,"Corn",0.1447123,0.1431296,8.99114738190871,-1.93300764550186,0.0158392890767291,127.215895381026
"DEU","CHN",8031.667,2010,"Rice",0.0038866,-1.3936033,8.99114738190871,-5.55022053953367,0.016422718207458,131.90180387714
"DEU","CHN",8031.667,2020,"Wheat",1.4747325,1.1865305,8.99114738190871,0.388476617412604,0.0154758177617641,124.296614815175
"DEU","CHN",8031.667,2010,"Cocoa",1.7808209,1.648172,8.99114738190871,0.577074437768566,0.0154466582125635,124.062415026125
"DEU","CHN",8031.667,2010,"Coffee",0.0885773,-16.6775947,8.99114738190871,-2.42387966187284,0.0159172308550844,127.841897790163
"DEU","CHN",8031.667,2000,"Cocoa",0.3254203,0.3233641,8.99114738190871,-1.12263770138583,0.0157114509192851,126.189141870542
"DEU","CHN",8031.667,2005,"Wheat",0.1500191,-0.4074675,8.99114738190871,-1.89699265965875,0.0158335855861278,127.170086843778
"DEU","CHN",8031.667,2000,"Corn",0.0809084,0.0774652,8.99114738190871,-2.51443762841662,0.0159316517043052,127.957721248962
"DEU","CHN",8031.667,2020,"Cocoa",3.0756043,2.9308184,8.99114738190871,1.12350140227609,0.0153624836925538,123.386353311523
"DEU","CHN",8031.667,2020,"Coffee",0.0885773,-11.8464043,8.99114738190871,-2.42387966187284,0.0159172308550844,127.841897790163
"DEU","CHN",8031.667,2000,"Coffee",0.0317693,-1.4647344,8.99114738190871,-3.44925486430826,0.0160812818248187,129.159500550096
"DEU","CHN",8031.667,2015,"Wheat",2.7674295,2.5265604,8.99114738190871,1.01791891102144,0.0153787123513585,123.516696494899
"DEU","CHN",8031.667,2020,"Soyabean",0,-5.6093964,8.99114738190871,0,0,0
"DEU","CHN",8031.667,2020,"Corn",0.3491306,0.2988794,8.99114738190871,-1.05230921474519,0.0157004051782308,126.100426156626
"DEU","CHN",8031.667,2020,"Rice",0,-0.270036,8.99114738190871,0,0,0
"DEU","COL",9137.329,2000,"Palm_oil",0,-3.4900869,9.12012338979264,0,0,0
"DEU","COL",9137.329,2000,"Corn",0,-0.0037056,9.12012338979264,0,0,0
"DEU","COL",9137.329,2005,"Coffee",0,-82.7661166,9.12012338979264,0,0,0
"DEU","COL",9137.329,2000,"Rice",0,-0.7751184,9.12012338979264,0,0,0
"DEU","COL",9137.329,2000,"Coffee",0,-93.8711578,9.12012338979264,0,0,0
"DEU","COL",9137.329,2005,"Cocoa",1.582783,1.3388938,9.12012338979264,0.459184690011509,0.0159922677939759,146.126612289662
"DEU","COL",9137.329,2010,"Coffee",0,-14.7119144,9.12012338979264,0,0,0
"DEU","COL",9137.329,2010,"Palm_oil",0,-0.2462472,9.12012338979264,0,0,0
